date,day,weather,condition,climate,random1,random2,random3
2032-06-25, 火, 雷雨, awesome, 19.587, トンカツ, バスケ, ダンベルカール
2032-06-26, 水, 晴, awesome, 23.989, とん丼, ラクロス, アームカール
2032-06-27, 木, 雨, good, 26.697, 牛丼, ラクロス, ダンベルカール
2032-06-28, 金, 雨, soso, -4.199, ししゃも, サッカー, プルダウン
2032-06-29, 土, 晴, good, -2.398, トンカツ, バレーボール, 背筋
2032-06-30, 日, 晴, awesome, 18.013, ハンバーガー, スキー, プルダウン
2032-07-01, 月, 雨, good, -8.571, 天丼, テニス, プルダウン
2032-07-02, 火, 雨, exhausted, 21.566, 天丼, スキー, ラットプルダウン
2032-07-03, 水, 晴, bad, 15.986, ししゃも, スキー, ダンベルカール
2032-07-04, 木, 雨, good, 5.870, ししゃも, 野球, 腹筋
2032-07-05, 金, 雲, good, -3.287, ししゃも, バスケ, アームカール
2032-07-06, 土, 雷雨, bad, -0.024, トンカツ, ラクロス, プルダウン
2032-07-07, 日, 雨, bad, 24.533, 牛丼, ラクロス, 背筋
2032-07-08, 月, 雨, exhausted, 19.368, とん丼, ラグビー, ラットプルダウン
2032-07-09, 火, 雷雨, awesome, 3.176, トンカツ, サッカー, プルダウン
2032-07-10, 水, 晴, exhausted, 28.455, 牛丼, バスケ, 腹筋
2032-07-11, 木, 雷雨, soso, -4.872, 天丼, バレーボール, 腹筋
2032-07-12, 金, 晴, bad, 2.615, トンカツ, サッカー, 腹筋
2032-07-13, 土, 雷雨, bad, 25.916, ししゃも, サッカー, ラットプルダウン
2032-07-14, 日, 雨, awesome, 24.787, ししゃも, 野球, ダンベルカール
2032-07-15, 月, 晴, awesome, 14.198, トンカツ, ラグビー, アームカール
2032-07-16, 火, 雨, awesome, 27.858, トンカツ, 野球, 腹筋
2032-07-17, 水, 雲, awesome, 13.167, 牛丼, サッカー, プルダウン
2032-07-18, 木, 雷雨, tired, 24.058, 牛丼, バスケ, デッドリフト
2032-07-19, 金, 晴, soso, -5.599, とん丼, ラグビー, ラットプルダウン
2032-07-20, 土, 雷雨, soso, 25.232, トンカツ, バスケ, 腹筋
2032-07-21, 日, 晴, soso, 8.531, ししゃも, ラグビー, プルダウン
2032-07-22, 月, 雨, soso, -9.500, トンカツ, バスケ, プルダウン
2032-07-23, 火, 雷雨, bad, 29.403, 牛丼, サッカー, ラットプルダウン
2032-07-24, 水, 雷雨, awesome, 27.986, トンカツ, ラグビー, 背筋
2032-07-25, 木, 雲, tired, 1.811, ししゃも, ラクロス, 腹筋
2032-07-26, 金, 雲, tired, 4.640, とん丼, バレーボール, ダンベルカール
2032-07-27, 土, 晴, bad, -1.720, 牛丼, テニス, 背筋
2032-07-28, 日, 雲, tired, -1.442, とん丼, バレーボール, ラットプルダウン
2032-07-29, 月, 雨, tired, 20.697, 天丼, ラクロス, プルダウン
2032-07-30, 火, 晴, tired, 3.653, とん丼, バスケ, アームカール
2032-07-31, 水, 雨, tired, 0.454, ハンバーガー, テニス, デッドリフト
2032-08-01, 木, 晴, soso, 7.733, とん丼, サッカー, デッドリフト
2032-08-02, 金, 晴, exhausted, -6.903, 牛丼, テニス, 背筋
2032-08-03, 土, 晴, soso, 14.781, ししゃも, ラグビー, ラットプルダウン
2032-08-04, 日, 雨, awesome, 29.577, とん丼, バスケ, 背筋
2032-08-05, 月, 雷雨, good, 26.013, 牛丼, バスケ, ラットプルダウン
2032-08-06, 火, 雲, exhausted, -7.738, 牛丼, ラグビー, プルダウン
2032-08-07, 水, 雲, soso, -1.083, ししゃも, バスケ, プルダウン
2032-08-08, 木, 雨, soso, -0.509, 天丼, ラクロス, デッドリフト
2032-08-09, 金, 雨, exhausted, 4.808, ししゃも, スキー, 腹筋
2032-08-10, 土, 晴, tired, 21.083, ししゃも, テニス, 背筋
2032-08-11, 日, 雨, exhausted, 17.661, トンカツ, ラグビー, ダンベルカール
2032-08-12, 月, 晴, good, -9.601, ししゃも, 野球, プルダウン
2032-08-13, 火, 雨, bad, -5.792, ししゃも, バレーボール, ダンベルカール
2032-08-14, 水, 雷雨, bad, 19.334, 牛丼, ラグビー, 背筋
2032-08-15, 木, 晴, exhausted, 22.591, ししゃも, バレーボール, デッドリフト
2032-08-16, 金, 雲, bad, 11.599, とん丼, バスケ, ダンベルカール
2032-08-17, 土, 雨, exhausted, -4.736, とん丼, ラグビー, 背筋
2032-08-18, 日, 晴, tired, 12.241, 牛丼, スキー, アームカール
2032-08-19, 月, 雲, bad, 29.848, トンカツ, スキー, ダンベルカール
2032-08-20, 火, 雷雨, soso, 25.179, 牛丼, テニス, ラットプルダウン
2032-08-21, 水, 雲, awesome, 25.041, ししゃも, サッカー, アームカール
2032-08-22, 木, 晴, bad, 26.580, 天丼, バレーボール, ラットプルダウン
2032-08-23, 金, 雨, bad, 21.412, ししゃも, バレーボール, ラットプルダウン
2032-08-24, 土, 雷雨, good, -3.939, 牛丼, バレーボール, デッドリフト
2032-08-25, 日, 雲, tired, 8.938, とん丼, ラクロス, デッドリフト
2032-08-26, 月, 雲, good, 8.374, とん丼, ラグビー, 背筋
2032-08-27, 火, 雨, bad, 28.232, ししゃも, サッカー, ダンベルカール
2032-08-28, 水, 雲, exhausted, 25.139, 天丼, バスケ, ラットプルダウン
2032-08-29, 木, 雲, exhausted, -3.420, とん丼, ラクロス, ラットプルダウン
2032-08-30, 金, 雲, good, 11.985, ハンバーガー, ラグビー, 背筋
2032-08-31, 土, 雨, soso, 0.438, 天丼, 野球, 背筋
2032-09-01, 日, 雨, soso, -8.972, トンカツ, テニス, ダンベルカール
2032-09-02, 月, 雨, good, 22.864, ハンバーガー, ラクロス, デッドリフト
2032-09-03, 火, 雷雨, tired, 14.735, トンカツ, ラクロス, アームカール
2032-09-04, 水, 雨, awesome, -6.227, 牛丼, ラクロス, ダンベルカール
2032-09-05, 木, 晴, tired, 28.530, 天丼, ラクロス, デッドリフト
2032-09-06, 金, 雲, good, 9.474, トンカツ, ラグビー, 腹筋
2032-09-07, 土, 雨, soso, 16.242, ししゃも, 野球, 背筋
2032-09-08, 日, 雲, soso, 26.856, 牛丼, ラグビー, 腹筋
2032-09-09, 月, 雷雨, tired, 7.049, ししゃも, 野球, アームカール
2032-09-10, 火, 雨, tired, 21.931, ししゃも, テニス, デッドリフト
2032-09-11, 水, 晴, awesome, 15.284, トンカツ, 野球, 腹筋
2032-09-12, 木, 雷雨, exhausted, 1.282, ハンバーガー, バレーボール, アームカール
2032-09-13, 金, 雷雨, tired, 6.772, ししゃも, テニス, ラットプルダウン
2032-09-14, 土, 雲, bad, 15.567, ハンバーガー, バスケ, デッドリフト
2032-09-15, 日, 雷雨, good, 17.046, ハンバーガー, 野球, 腹筋
2032-09-16, 月, 雷雨, soso, 8.310, ハンバーガー, バレーボール, アームカール
2032-09-17, 火, 雨, tired, 6.190, 天丼, バレーボール, 背筋
2032-09-18, 水, 雷雨, good, 8.211, ハンバーガー, バスケ, ラットプルダウン
2032-09-19, 木, 雷雨, soso, 8.216, とん丼, ラグビー, デッドリフト
2032-09-20, 金, 雷雨, awesome, 10.734, ハンバーガー, バスケ, ダンベルカール
2032-09-21, 土, 晴, good, 27.422, ハンバーガー, ラグビー, デッドリフト
2032-09-22, 日, 雲, exhausted, 13.242, ししゃも, サッカー, デッドリフト
2032-09-23, 月, 雷雨, exhausted, -3.548, とん丼, バレーボール, 背筋
2032-09-24, 火, 雨, tired, 12.479, ししゃも, ラグビー, アームカール
2032-09-25, 水, 雨, exhausted, 27.020, トンカツ, ラグビー, デッドリフト
2032-09-26, 木, 雷雨, good, -6.062, ししゃも, ラクロス, 腹筋
2032-09-27, 金, 雲, awesome, -8.706, 牛丼, テニス, 背筋
2032-09-28, 土, 雷雨, soso, 22.614, とん丼, バレーボール, デッドリフト
2032-09-29, 日, 雨, bad, 5.987, 天丼, 野球, プルダウン
2032-09-30, 月, 雨, soso, 24.686, ハンバーガー, スキー, アームカール
2032-10-01, 火, 雨, good, -8.910, ハンバーガー, ラグビー, デッドリフト
2032-10-02, 水, 晴, soso, 14.479, 天丼, ラグビー, デッドリフト
2032-10-03, 木, 雨, soso, 12.291, ハンバーガー, バスケ, 腹筋
2032-10-04, 金, 雲, awesome, 20.451, とん丼, 野球, ラットプルダウン
2032-10-05, 土, 雷雨, awesome, -2.262, ハンバーガー, サッカー, 腹筋
2032-10-06, 日, 雷雨, soso, 13.199, とん丼, 野球, ラットプルダウン
2032-10-07, 月, 雲, good, 4.107, とん丼, バスケ, 腹筋
2032-10-08, 火, 雲, soso, 24.355, とん丼, 野球, 腹筋
2032-10-09, 水, 雷雨, bad, 7.846, トンカツ, スキー, ダンベルカール
2032-10-10, 木, 雨, bad, 5.149, ハンバーガー, バレーボール, アームカール
2032-10-11, 金, 雷雨, bad, 29.158, トンカツ, スキー, プルダウン
2032-10-12, 土, 雷雨, tired, 3.447, とん丼, ラグビー, 腹筋
2032-10-13, 日, 雷雨, soso, 9.693, とん丼, テニス, ラットプルダウン
2032-10-14, 月, 雨, tired, -2.286, ししゃも, 野球, アームカール
2032-10-15, 火, 晴, bad, -2.218, ししゃも, テニス, ラットプルダウン
2032-10-16, 水, 雲, awesome, -9.637, トンカツ, ラクロス, ラットプルダウン
2032-10-17, 木, 雨, tired, 5.709, 天丼, テニス, ラットプルダウン
2032-10-18, 金, 雷雨, exhausted, -7.545, ししゃも, ラクロス, アームカール
2032-10-19, 土, 晴, exhausted, 29.263, トンカツ, テニス, デッドリフト
2032-10-20, 日, 雷雨, tired, 26.850, 牛丼, バスケ, アームカール
2032-10-21, 月, 雷雨, tired, -9.970, ししゃも, バスケ, 腹筋
2032-10-22, 火, 雨, soso, -4.798, 天丼, テニス, 背筋
2032-10-23, 水, 雲, good, -6.148, 天丼, バレーボール, プルダウン
2032-10-24, 木, 晴, awesome, 21.990, 牛丼, バスケ, デッドリフト
2032-10-25, 金, 雷雨, bad, 12.611, 牛丼, ラクロス, ラットプルダウン
2032-10-26, 土, 雨, tired, 9.633, 天丼, ラクロス, デッドリフト
2032-10-27, 日, 晴, bad, -1.326, ししゃも, スキー, ダンベルカール
2032-10-28, 月, 晴, tired, 9.521, とん丼, ラクロス, デッドリフト
2032-10-29, 火, 晴, bad, -6.820, 牛丼, サッカー, プルダウン
2032-10-30, 水, 雲, awesome, -5.076, とん丼, バレーボール, 背筋
2032-10-31, 木, 晴, awesome, 14.183, とん丼, テニス, 背筋
2032-11-01, 金, 雷雨, exhausted, 4.589, ハンバーガー, バスケ, アームカール
2032-11-02, 土, 雷雨, exhausted, 3.222, 牛丼, ラグビー, アームカール
2032-11-03, 日, 雷雨, awesome, -0.057, ししゃも, バスケ, アームカール
2032-11-04, 月, 雨, tired, 26.060, トンカツ, 野球, プルダウン
2032-11-05, 火, 晴, exhausted, 0.559, 天丼, サッカー, 背筋
2032-11-06, 水, 雨, tired, 17.923, ハンバーガー, ラグビー, 腹筋
2032-11-07, 木, 雷雨, tired, 21.846, 天丼, バスケ, 背筋
2032-11-08, 金, 雲, bad, -5.666, 天丼, ラクロス, 腹筋
2032-11-09, 土, 晴, bad, 26.638, 牛丼, サッカー, ダンベルカール
2032-11-10, 日, 雲, soso, -3.261, ハンバーガー, スキー, プルダウン
2032-11-11, 月, 雷雨, exhausted, 23.990, とん丼, スキー, プルダウン
2032-11-12, 火, 雲, good, 12.546, 天丼, サッカー, デッドリフト
2032-11-13, 水, 雨, awesome, 22.330, ししゃも, バレーボール, ラットプルダウン
2032-11-14, 木, 雲, soso, -4.120, ししゃも, 野球, プルダウン
2032-11-15, 金, 晴, awesome, 8.422, 天丼, スキー, プルダウン
2032-11-16, 土, 雷雨, soso, 5.190, ししゃも, ラクロス, ダンベルカール
2032-11-17, 日, 晴, awesome, -3.114, 天丼, サッカー, デッドリフト
2032-11-18, 月, 雷雨, awesome, 7.765, 天丼, スキー, 背筋
2032-11-19, 火, 雷雨, soso, 21.423, トンカツ, 野球, 背筋
2032-11-20, 水, 晴, soso, 24.371, 牛丼, バスケ, デッドリフト
2032-11-21, 木, 雷雨, soso, 10.964, トンカツ, サッカー, 背筋
2032-11-22, 金, 雨, good, 7.442, 天丼, バスケ, 背筋
2032-11-23, 土, 雲, awesome, 4.350, 牛丼, バレーボール, 腹筋
2032-11-24, 日, 雷雨, awesome, 26.528, ししゃも, ラクロス, プルダウン
2032-11-25, 月, 雲, exhausted, 14.287, 天丼, バレーボール, ダンベルカール
2032-11-26, 火, 雲, soso, 22.315, 天丼, 野球, デッドリフト
2032-11-27, 水, 雲, tired, 22.999, ししゃも, ラクロス, ラットプルダウン
2032-11-28, 木, 雨, tired, 13.839, 牛丼, ラクロス, アームカール
2032-11-29, 金, 雷雨, tired, 0.674, ハンバーガー, バスケ, ラットプルダウン
2032-11-30, 土, 雨, good, 6.742, ハンバーガー, バスケ, アームカール
2032-12-01, 日, 雲, bad, 4.797, とん丼, バスケ, プルダウン
2032-12-02, 月, 雨, soso, 17.604, ハンバーガー, ラクロス, 腹筋
2032-12-03, 火, 雲, bad, -8.798, とん丼, ラクロス, ラットプルダウン
2032-12-04, 水, 雲, tired, 28.172, ハンバーガー, バスケ, プルダウン
2032-12-05, 木, 晴, bad, -9.193, ししゃも, ラグビー, アームカール
2032-12-06, 金, 雲, soso, 23.958, ししゃも, スキー, アームカール
2032-12-07, 土, 晴, tired, -2.319, とん丼, サッカー, プルダウン
2032-12-08, 日, 雨, awesome, 28.839, ししゃも, サッカー, デッドリフト
2032-12-09, 月, 雨, soso, 14.249, ハンバーガー, サッカー, 腹筋
2032-12-10, 火, 雷雨, good, 16.125, 牛丼, スキー, ラットプルダウン
2032-12-11, 水, 雷雨, awesome, 16.619, ハンバーガー, バレーボール, 背筋
2032-12-12, 木, 晴, tired, 1.142, 牛丼, ラグビー, ダンベルカール
2032-12-13, 金, 雷雨, awesome, -7.259, 牛丼, ラクロス, アームカール
2032-12-14, 土, 雷雨, good, 18.893, ししゃも, バスケ, アームカール
2032-12-15, 日, 雲, tired, 20.587, ししゃも, 野球, プルダウン
2032-12-16, 月, 雲, good, 15.527, トンカツ, バレーボール, ラットプルダウン
2032-12-17, 火, 雨, soso, 28.507, ししゃも, ラクロス, プルダウン
2032-12-18, 水, 雲, bad, 16.489, 天丼, ラクロス, 腹筋
2032-12-19, 木, 晴, awesome, 13.817, ハンバーガー, バレーボール, 背筋
2032-12-20, 金, 雷雨, exhausted, 14.980, ハンバーガー, ラグビー, デッドリフト
2032-12-21, 土, 雷雨, exhausted, 28.326, トンカツ, バレーボール, 腹筋
2032-12-22, 日, 晴, soso, -7.335, とん丼, 野球, アームカール
2032-12-23, 月, 晴, exhausted, 11.292, ハンバーガー, ラクロス, プルダウン
2032-12-24, 火, 雲, exhausted, -1.398, ししゃも, スキー, アームカール
2032-12-25, 水, 雨, soso, 16.695, 牛丼, テニス, ダンベルカール
2032-12-26, 木, 雨, bad, -3.649, ハンバーガー, サッカー, 腹筋
2032-12-27, 金, 雲, exhausted, 2.350, 牛丼, バレーボール, ダンベルカール
2032-12-28, 土, 雲, exhausted, 15.146, ハンバーガー, スキー, デッドリフト
2032-12-29, 日, 雨, tired, -3.831, とん丼, ラクロス, ダンベルカール
2032-12-30, 月, 晴, soso, 26.593, 牛丼, ラグビー, デッドリフト
2032-12-31, 火, 晴, exhausted, 12.254, 天丼, サッカー, 背筋
2033-01-01, 水, 雲, soso, 4.403, ししゃも, 野球, ラットプルダウン
2033-01-02, 木, 雷雨, awesome, 24.483, ハンバーガー, スキー, 腹筋
2033-01-03, 金, 晴, awesome, 22.094, ハンバーガー, スキー, ダンベルカール
2033-01-04, 土, 雲, bad, -2.975, 牛丼, ラクロス, プルダウン
2033-01-05, 日, 雨, bad, -5.600, とん丼, バレーボール, ラットプルダウン
2033-01-06, 月, 雷雨, good, 27.531, 牛丼, ラグビー, プルダウン
2033-01-07, 火, 雲, bad, 20.762, 牛丼, バレーボール, プルダウン
2033-01-08, 水, 雨, bad, 0.646, 牛丼, 野球, ダンベルカール
2033-01-09, 木, 雨, bad, 12.347, ハンバーガー, バスケ, ラットプルダウン
2033-01-10, 金, 晴, good, 7.476, 天丼, ラグビー, ラットプルダウン
2033-01-11, 土, 雲, awesome, 7.648, ししゃも, ラクロス, アームカール
2033-01-12, 日, 晴, good, 4.851, ししゃも, スキー, ダンベルカール
2033-01-13, 月, 雲, exhausted, -6.123, とん丼, バスケ, 背筋
2033-01-14, 火, 晴, tired, -6.770, 天丼, テニス, ラットプルダウン
2033-01-15, 水, 雷雨, soso, 29.073, とん丼, バスケ, 背筋
2033-01-16, 木, 雲, exhausted, 26.082, トンカツ, ラクロス, 背筋
2033-01-17, 金, 雲, awesome, -4.314, ハンバーガー, バスケ, ダンベルカール
2033-01-18, 土, 雨, soso, 25.713, 天丼, バレーボール, ラットプルダウン
2033-01-19, 日, 晴, good, 25.764, とん丼, ラクロス, ダンベルカール
2033-01-20, 月, 雲, soso, -1.863, 天丼, ラクロス, ラットプルダウン
2033-01-21, 火, 雷雨, tired, 12.402, 牛丼, バレーボール, アームカール
2033-01-22, 水, 雲, exhausted, 23.281, ハンバーガー, ラクロス, 背筋
2033-01-23, 木, 晴, tired, 14.011, ハンバーガー, サッカー, ダンベルカール
2033-01-24, 金, 晴, exhausted, 20.804, 牛丼, ラグビー, ラットプルダウン
2033-01-25, 土, 晴, exhausted, 18.719, 牛丼, 野球, プルダウン
2033-01-26, 日, 雨, exhausted, -0.909, ハンバーガー, ラグビー, ラットプルダウン
2033-01-27, 月, 雷雨, soso, 23.447, 牛丼, バスケ, ラットプルダウン
2033-01-28, 火, 雷雨, awesome, 15.675, 天丼, テニス, 腹筋
2033-01-29, 水, 雷雨, exhausted, 29.665, 牛丼, 野球, 背筋
2033-01-30, 木, 雲, tired, 7.537, 牛丼, サッカー, アームカール
2033-01-31, 金, 雲, awesome, 1.206, トンカツ, ラクロス, ラットプルダウン
2033-02-01, 土, 雨, bad, -2.600, ハンバーガー, ラクロス, アームカール
2033-02-02, 日, 雲, exhausted, 11.348, 天丼, バレーボール, 背筋
2033-02-03, 月, 雷雨, awesome, -8.540, 牛丼, サッカー, アームカール
2033-02-04, 火, 晴, good, 14.420, とん丼, バスケ, ダンベルカール
2033-02-05, 水, 晴, exhausted, -5.475, トンカツ, ラクロス, デッドリフト
2033-02-06, 木, 雷雨, tired, 12.755, トンカツ, テニス, 腹筋
2033-02-07, 金, 雨, exhausted, -3.567, 天丼, ラクロス, アームカール
2033-02-08, 土, 晴, bad, 20.579, 天丼, スキー, アームカール
2033-02-09, 日, 雲, bad, 27.422, トンカツ, バレーボール, プルダウン
2033-02-10, 月, 晴, good, 13.358, 天丼, サッカー, ラットプルダウン
2033-02-11, 火, 雨, good, -8.973, ハンバーガー, バレーボール, ダンベルカール
2033-02-12, 水, 晴, bad, 2.838, ししゃも, テニス, ダンベルカール
2033-02-13, 木, 晴, awesome, 19.988, ししゃも, バスケ, プルダウン
2033-02-14, 金, 晴, exhausted, 26.967, トンカツ, サッカー, ラットプルダウン
2033-02-15, 土, 雨, good, 12.462, とん丼, ラグビー, アームカール
2033-02-16, 日, 雷雨, exhausted, 18.161, 牛丼, バレーボール, プルダウン
2033-02-17, 月, 雷雨, tired, 16.182, ハンバーガー, 野球, デッドリフト
2033-02-18, 火, 雲, good, 8.049, ししゃも, ラクロス, 背筋
2033-02-19, 水, 雲, good, 4.037, 牛丼, ラクロス, アームカール
2033-02-20, 木, 雲, bad, -5.725, 牛丼, 野球, ダンベルカール
2033-02-21, 金, 晴, tired, 12.900, トンカツ, バレーボール, ダンベルカール
2033-02-22, 土, 雨, soso, 9.066, 牛丼, ラクロス, プルダウン
2033-02-23, 日, 雨, exhausted, 16.836, 天丼, サッカー, プルダウン
2033-02-24, 月, 雲, bad, 11.786, トンカツ, ラクロス, 腹筋
2033-02-25, 火, 晴, soso, 24.990, 牛丼, バスケ, ダンベルカール
2033-02-26, 水, 雨, bad, -8.937, ししゃも, ラグビー, 背筋
2033-02-27, 木, 晴, good, 6.242, とん丼, ラクロス, ラットプルダウン
2033-02-28, 金, 雨, exhausted, 1.211, ハンバーガー, バスケ, プルダウン
2033-03-01, 土, 雷雨, good, 3.121, 牛丼, 野球, ダンベルカール
2033-03-02, 日, 雷雨, exhausted, 26.752, 牛丼, ラクロス, ダンベルカール
2033-03-03, 月, 雨, soso, 16.965, 牛丼, 野球, ラットプルダウン
2033-03-04, 火, 雨, awesome, -2.011, 天丼, ラクロス, ダンベルカール
2033-03-05, 水, 雲, tired, 1.611, ししゃも, サッカー, アームカール
2033-03-06, 木, 晴, bad, -3.738, 天丼, 野球, 背筋
2033-03-07, 金, 雨, awesome, -7.614, 牛丼, ラクロス, ラットプルダウン
2033-03-08, 土, 晴, soso, 17.168, ハンバーガー, 野球, ラットプルダウン
2033-03-09, 日, 雨, good, 10.696, とん丼, ラグビー, デッドリフト
2033-03-10, 月, 晴, awesome, 17.635, 牛丼, 野球, 背筋
2033-03-11, 火, 雨, tired, 1.829, 天丼, ラグビー, アームカール
2033-03-12, 水, 雷雨, awesome, 8.520, 天丼, スキー, ダンベルカール
2033-03-13, 木, 晴, soso, 28.096, とん丼, バレーボール, プルダウン
2033-03-14, 金, 晴, tired, -3.915, 牛丼, スキー, ラットプルダウン
2033-03-15, 土, 雲, bad, 10.519, トンカツ, ラグビー, ダンベルカール
2033-03-16, 日, 雨, bad, 17.351, トンカツ, スキー, プルダウン
2033-03-17, 月, 雷雨, awesome, 29.333, とん丼, 野球, ラットプルダウン
2033-03-18, 火, 雨, good, 22.109, 牛丼, スキー, プルダウン
2033-03-19, 水, 雷雨, good, 6.981, トンカツ, ラグビー, 背筋
2033-03-20, 木, 雷雨, soso, 2.335, 天丼, バレーボール, デッドリフト
2033-03-21, 金, 晴, bad, -2.282, 牛丼, バスケ, プルダウン
2033-03-22, 土, 雨, awesome, 13.752, 天丼, バレーボール, ダンベルカール
2033-03-23, 日, 雷雨, soso, -8.148, とん丼, サッカー, ダンベルカール
2033-03-24, 月, 雲, tired, 12.248, トンカツ, スキー, 背筋
2033-03-25, 火, 晴, good, 24.600, トンカツ, ラクロス, アームカール
2033-03-26, 水, 雷雨, bad, 1.521, トンカツ, ラクロス, 腹筋
2033-03-27, 木, 晴, good, 0.749, ハンバーガー, バレーボール, 腹筋
2033-03-28, 金, 晴, tired, 26.096, ハンバーガー, スキー, ラットプルダウン
2033-03-29, 土, 雷雨, good, 5.859, ハンバーガー, スキー, デッドリフト
2033-03-30, 日, 晴, exhausted, 22.986, 牛丼, テニス, ラットプルダウン
2033-03-31, 月, 雷雨, bad, 29.787, ししゃも, バスケ, プルダウン
2033-04-01, 火, 雨, tired, 14.380, ししゃも, バスケ, ラットプルダウン
2033-04-02, 水, 雷雨, awesome, 5.168, とん丼, バレーボール, 腹筋
2033-04-03, 木, 雲, awesome, 23.565, ししゃも, バスケ, ラットプルダウン
2033-04-04, 金, 雨, exhausted, 22.691, トンカツ, テニス, プルダウン
2033-04-05, 土, 雨, bad, -8.248, とん丼, ラクロス, ラットプルダウン
2033-04-06, 日, 雨, awesome, -1.318, 牛丼, テニス, 背筋
2033-04-07, 月, 雨, awesome, 8.180, 牛丼, スキー, デッドリフト
2033-04-08, 火, 雨, bad, -8.259, とん丼, サッカー, プルダウン
2033-04-09, 水, 雨, exhausted, 8.347, 牛丼, ラグビー, 背筋
2033-04-10, 木, 晴, exhausted, 3.720, ししゃも, ラグビー, デッドリフト
2033-04-11, 金, 雷雨, awesome, 20.872, ハンバーガー, サッカー, ダンベルカール
2033-04-12, 土, 雷雨, bad, -7.546, 天丼, テニス, 背筋
2033-04-13, 日, 雨, awesome, -3.739, トンカツ, テニス, 背筋
2033-04-14, 月, 雨, bad, 18.447, とん丼, スキー, ラットプルダウン
2033-04-15, 火, 雨, good, -6.864, ハンバーガー, スキー, 腹筋
2033-04-16, 水, 雨, exhausted, 19.262, とん丼, スキー, 背筋
2033-04-17, 木, 晴, tired, 28.832, トンカツ, 野球, アームカール
2033-04-18, 金, 雲, good, 2.765, ししゃも, ラグビー, ダンベルカール
2033-04-19, 土, 雷雨, exhausted, 7.503, 牛丼, ラクロス, プルダウン
2033-04-20, 日, 雷雨, good, 5.125, ハンバーガー, サッカー, 背筋
2033-04-21, 月, 雷雨, tired, 11.579, トンカツ, ラグビー, 背筋
2033-04-22, 火, 雨, soso, -0.624, ししゃも, ラクロス, ダンベルカール
2033-04-23, 水, 雨, awesome, -1.665, トンカツ, バレーボール, デッドリフト
2033-04-24, 木, 晴, bad, 18.996, 牛丼, サッカー, ダンベルカール
2033-04-25, 金, 雨, bad, 29.912, 牛丼, バレーボール, 腹筋
2033-04-26, 土, 晴, bad, -3.746, 天丼, スキー, アームカール
2033-04-27, 日, 雷雨, good, 9.228, とん丼, ラクロス, 背筋
2033-04-28, 月, 雨, tired, 28.154, 天丼, サッカー, アームカール
2033-04-29, 火, 雷雨, bad, 7.452, とん丼, サッカー, プルダウン
2033-04-30, 水, 雲, soso, 28.986, 天丼, ラグビー, 背筋
2033-05-01, 木, 晴, bad, 22.447, ハンバーガー, 野球, デッドリフト
2033-05-02, 金, 雲, bad, 10.067, とん丼, スキー, アームカール
2033-05-03, 土, 雲, awesome, 29.742, 天丼, スキー, ダンベルカール
2033-05-04, 日, 雨, exhausted, -9.163, とん丼, バスケ, アームカール
2033-05-05, 月, 雷雨, awesome, 18.869, ししゃも, サッカー, プルダウン
2033-05-06, 火, 雲, good, 16.858, とん丼, バレーボール, 腹筋
2033-05-07, 水, 雲, bad, 8.165, トンカツ, バスケ, デッドリフト
2033-05-08, 木, 雨, bad, 8.162, とん丼, ラクロス, プルダウン
2033-05-09, 金, 雲, soso, 18.362, 牛丼, サッカー, 背筋
2033-05-10, 土, 雲, good, 5.428, ハンバーガー, ラグビー, ラットプルダウン
2033-05-11, 日, 雨, awesome, 5.222, トンカツ, バレーボール, ダンベルカール
2033-05-12, 月, 雷雨, bad, 25.576, 牛丼, スキー, プルダウン
2033-05-13, 火, 雷雨, exhausted, 3.049, トンカツ, サッカー, デッドリフト
2033-05-14, 水, 晴, tired, 8.487, ハンバーガー, サッカー, プルダウン
2033-05-15, 木, 晴, soso, 18.654, 天丼, ラグビー, ダンベルカール
2033-05-16, 金, 雲, soso, 9.735, 天丼, スキー, デッドリフト
2033-05-17, 土, 雲, tired, 11.951, 牛丼, ラグビー, デッドリフト
2033-05-18, 日, 雲, bad, 4.344, 天丼, スキー, 腹筋
2033-05-19, 月, 雷雨, awesome, 4.320, ししゃも, バレーボール, ダンベルカール
2033-05-20, 火, 晴, tired, 28.748, ハンバーガー, バスケ, 背筋
2033-05-21, 水, 雲, soso, 16.074, ハンバーガー, 野球, プルダウン
2033-05-22, 木, 雨, bad, -9.048, ハンバーガー, ラグビー, 背筋
2033-05-23, 金, 雷雨, exhausted, 21.938, トンカツ, スキー, 背筋
2033-05-24, 土, 雲, soso, 20.872, とん丼, バレーボール, アームカール
2033-05-25, 日, 雨, tired, 21.250, 天丼, ラグビー, 腹筋
2033-05-26, 月, 雷雨, tired, 7.678, 牛丼, サッカー, アームカール
2033-05-27, 火, 雲, awesome, 29.116, 天丼, バレーボール, プルダウン
2033-05-28, 水, 雨, awesome, 14.501, とん丼, スキー, ダンベルカール
2033-05-29, 木, 晴, soso, 20.558, とん丼, ラクロス, ラットプルダウン
2033-05-30, 金, 雨, good, 20.235, 天丼, バスケ, デッドリフト
2033-05-31, 土, 雷雨, bad, 26.415, とん丼, 野球, アームカール
2033-06-01, 日, 雲, tired, -6.849, トンカツ, スキー, デッドリフト
2033-06-02, 月, 雲, bad, 8.588, ししゃも, ラグビー, デッドリフト
2033-06-03, 火, 雷雨, exhausted, 1.506, とん丼, バスケ, デッドリフト
